,TCGA-0001,TCGA-0002,TCGA-0003,TCGA-0004,TCGA-0005,TCGA-0006,TCGA-0007,TCGA-0008,TCGA-0009,TCGA-0010,TCGA-0011,TCGA-0012,TCGA-0013,TCGA-0014,TCGA-0015,TCGA-0016,TCGA-0017,TCGA-0018,TCGA-0019,TCGA-0020,TCGA-0021,TCGA-0022,TCGA-0023,TCGA-0024,TCGA-0025,TCGA-0026,TCGA-0027,TCGA-0028,TCGA-0029,TCGA-0030,TCGA-0031,TCGA-0032,TCGA-0033,TCGA-0034,TCGA-0035,TCGA-0036,TCGA-0037,TCGA-0038,TCGA-0039,TCGA-0040,TCGA-0041,TCGA-0042,TCGA-0043,TCGA-0044,TCGA-0045,TCGA-0046,TCGA-0047,TCGA-0048,TCGA-0049,TCGA-0050,TCGA-0051,TCGA-0052,TCGA-0053,TCGA-0054,TCGA-0055,TCGA-0056,TCGA-0057,TCGA-0058,TCGA-0059,TCGA-0060,TCGA-0061,TCGA-0062,TCGA-0063,TCGA-0064,TCGA-0065,TCGA-0066,TCGA-0067,TCGA-0068,TCGA-0069,TCGA-0070,TCGA-0071,TCGA-0072,TCGA-0073,TCGA-0074,TCGA-0075,TCGA-0076,TCGA-0077,TCGA-0078,TCGA-0079,TCGA-0080,TCGA-0081,TCGA-0082,TCGA-0083,TCGA-0084,TCGA-0085,TCGA-0086,TCGA-0087,TCGA-0088,TCGA-0089,TCGA-0090,TCGA-0091,TCGA-0092,TCGA-0093,TCGA-0094,TCGA-0095,TCGA-0096,TCGA-0097,TCGA-0098,TCGA-0099,TCGA-0100
Gene_1,3.4846132989976137,2.5367097046483957,3.757839792580996,5.8212494929083896,2.4179578315254786,2.4179776803497446,5.987095528199461,3.9897052842469014,2.149559219709109,3.5654134496317527,2.156078696615597,2.1535876442865214,3.067862717060499,1.0443136523983056,1.147448846497781,2.0520847659124186,1.6381776579440481,3.180771146513633,1.726313072281937,1.3415801683544264,5.65660780303637,2.428106777434253,2.811629201497702,1.333258448024995,2.070538333040932,2.8733002868783504,1.5288307251296631,3.280018324679038,2.013109728365395,2.349383903600849,2.0120350929014292,6.862961761721393,2.6999989594762246,1.6018264917719423,4.101170644690706,1.4763578978664507,3.0175094252146786,1.0203696239345328,1.399208858123318,2.9994550373027415,3.932334579120756,2.9614651843963427,2.565557640777603,2.3383560791583187,1.2978888784784528,1.896628612959088,2.159076565947495,4.611536566646036,3.227826965685281,1.1257842707371988,3.1964537261155983,2.24220298897676,1.9377722719822628,3.6907812053802607,4.551695319454899,4.330314012349789,1.786737334257868,2.3288947808868836,3.2079487548469285,4.427223169859002,2.139159256568318,2.477303107139365,1.5633524361435092,1.4946569086444157,4.080677021111657,5.355478278472719,2.62215091058545,4.489612741592706,3.2570374108650544,1.9688313092932013,3.2566459066800686,5.865092674345234,2.6700227165443886,5.943640520672419,0.7335404384959904,4.099853544372959,2.8392034404564472,2.340808364824756,2.845902920611624,1.0062348992681573,2.4355291818896023,3.249679206429359,5.691347404892116,2.097749054114532,1.814397031647857,2.115141002675542,4.2960717508638355,3.2039215850580116,2.0857320528584666,3.513573871785779,2.8534784951901857,4.411975265846664,1.9135754453918261,2.307509782219897,2.23434009159015,1.307664244052475,3.1520723913548236,3.09729031120719,2.7252406286850377,2.4174334833231073
Gene_2,1.3395244045356631,2.2026855900043207,2.2902082258166057,1.8200452535894827,2.5076777963605537,3.3268483966252873,6.980307362907403,2.9662214578359483,3.091867246705077,2.6189593445082804,1.0414504368521493,2.6824835476145044,2.8013882698559764,9.314953911255405,2.469015572640463,3.160637257922155,2.6715106933191093,1.515372042150946,4.813437121764286,3.9589012171329885,4.037057049877059,1.7251366635691228,5.481600692437871,1.348610048841084,3.645263110842773,8.127292261390373,1.6565412385454974,2.0479742527495777,2.8571530230042077,2.11332423156625,1.251907370186661,2.8130842728217735,1.5981522899331775,3.444560138968371,1.716500942302953,5.90008762507355,1.8374401016497082,2.3139805928542,4.082700303885948,1.4689793527496966,3.0456975862905713,5.225609162299188,1.2168412754764801,2.981173244567787,3.09547509106695,4.018510999525664,1.464515754114424,1.4046268684501784,3.5288455676880988,3.1534350054423466,3.0809759854190437,3.2323974443729053,1.9347684189895595,3.0530065176361116,3.147272600436531,1.9018446640380744,6.909430762396094,3.4449743554819356,1.4983256501142632,3.7745335204241135,1.669725371807825,4.029097082591892,4.851547807015927,1.8033730731675999,4.400367519619045,3.3414019467894502,4.100176739585896,7.017426050487428,2.404413344013885,1.8647591782626387,1.7423639535854254,1.8077714751930922,2.6154839447094664,3.223849000287175,3.121599090922473,4.110692988016425,2.736010796766088,5.622447338378505,2.381359595953127,10.591847307889463,3.716690693672999,1.7707819377833884,1.59130391259052,3.4598879620037666,2.430917133491892,3.884523196895937,3.4439491177599915,2.6210776334144206,1.7799818025510301,1.2745286036989303,2.17437773328333,4.171181784261864,3.0254107641477153,1.4580947396278106,2.9641504430954226,3.2958321647587736,1.7472992006743453,2.935455252901967,2.798558209051982,1.5349761617049897
Gene_3,3.2507758150391806,3.5980508316645468,4.671712101831122,4.603887365244383,1.365014861360786,1.700780868551467,3.5166809526277976,3.5144849151737816,3.516702789697214,18.65969304381105,3.6162777658128697,4.796002795709267,4.37979045424177,3.764803338106344,2.3218525446885523,3.9728535317544136,1.847045605789599,2.414737768242178,2.1325495293841596,2.8318694304263525,8.648010403548936,1.0686192597251059,3.8310162031290265,1.2136617924454658,2.14691959250966,4.6855124864146855,2.8070665608446843,1.5858612117597066,1.9009393245912671,3.818275475444862,1.8866762520792117,3.028990194373164,2.7809314344561757,1.96246203683042,7.940466642776753,3.7320568319777476,0.987507395294772,2.9838880276297997,1.952492511950568,4.162919651483692,1.8289456088634934,2.5667275976824433,3.4990574754123145,4.190741122139417,1.491603620340712,2.29963262537532,2.1436872158142837,1.9607663342968993,6.571401449271867,3.328397162328324,1.4470948904011838,4.301358803206043,7.854433099961782,4.555032338627229,1.271649678527511,2.133754200163754,5.121542046145299,1.9082093079456146,3.3936624741883152,4.004092754782164,1.710070784685837,2.6385705758202804,0.5376036663040057,1.6287391360716648,2.395796933349995,1.456605034332776,6.148484643128709,1.3296680319219294,2.18142374279003,2.9019133306876372,5.588084955782853,1.3258701016524068,4.862641827252137,2.7322256419226343,1.6640354969547513,3.424829663290603,3.002753940614322,2.013534350826977,2.814827673517836,2.241943674760273,2.8770304619989915,3.7850736203706252,6.007498314561203,1.4638826432134886,7.897266503076596,1.0242453527772006,2.5196183773152927,3.6479253299623937,3.1283194200928692,1.9910263112540703,2.4496346103981392,2.1244215056320015,2.024489604295748,4.157030713027186,3.249521461816894,1.9223438608370902,4.262261712054339,3.169740617593141,4.081363237390274,3.7240598136813223
Gene_4,1.795893185463932,2.054247251563974,3.9497283427538754,3.6883718688054534,2.690021545383522,2.882516483604108,5.149154095554526,2.022257184391904,3.5735113741367033,2.4569080613797056,2.4379545739671875,4.708589650814078,4.107062999890163,4.082684827686457,5.221263401649758,2.7469794352197847,3.8227745679044727,2.3276673335606812,3.1965853957007453,2.547031269249523,2.8533620979625223,3.6604222613736535,1.8055940629479232,7.738389862366253,1.6437682330794583,1.481278688690595,4.850372163511319,4.038330431311672,3.7138159595019693,3.7216709763894134,2.701687596713436,1.7356340863298734,2.8232883272205713,1.9375400330358268,4.426281613562906,2.5255814394016904,1.7990367838730432,2.314762473822028,3.341653442425574,2.0506108484084278,1.8019867427899765,3.0705097978541342,3.072474569318652,2.1096634076337053,2.1478790077367313,3.0526954934760795,1.31779229056805,1.3448306748336658,1.8979567055689075,2.4431212536636773,3.175464061603134,5.684130155085872,4.173812186522165,2.5093675142075202,2.6925586055934727,1.6466374800046348,2.6932359660808136,2.3529519305709536,3.1942722374229437,1.797477922540948,3.52426976916556,5.849577617505707,2.5744088263856644,3.3229596978271148,3.8384628840713924,2.2241832377234516,3.0405737796224335,2.7354506680799013,2.854332596625629,1.8468751596807103,2.7517995710436494,3.4868513800064265,5.61573120880185,4.39134436214665,7.977229962888921,1.852111275821663,4.204520762164574,2.979248247845189,8.124640382402093,1.814574232080925,1.7862868483019678,2.0143643312746495,0.9399318915369391,2.089913106258656,1.8597343765547794,2.9305698531206765,3.2248227512627707,6.9454406284016965,4.371962177024228,2.0371426661361998,1.7346274503621189,3.476268977551358,1.4047837782934454,6.791890880048511,4.902376366746291,2.1498803167186704,1.154229169495465,5.349142068831823,2.566979914547773,5.0475761410108
Gene_5,1.2248105397451126,2.014382080410739,2.725418106324565,2.7828909484410143,2.1705210724077633,3.711458648917889,1.5939094712462605,2.5314955573771525,2.886797672200799,3.515632376438065,3.8798924688780367,1.5491074929387376,1.262309417873043,5.149184800335364,3.2096343018342695,1.8696602534660383,5.903680604973724,2.8801354294200188,4.902026014620244,2.81161553240501,7.616934273574034,6.538255725269284,2.400118055079199,4.418434622153981,3.7534971351859605,5.388762564892793,1.6778920437466582,3.8306163992657796,4.6145402556952355,1.1282076881052745,1.5043647915142462,0.9805750547210801,2.3757105763438866,3.8914083192105298,5.761388623077636,2.8208757607899497,6.136826628385936,1.3633559505473871,1.1598709864117014,2.6438234622124974,3.2937697334493397,2.674206299766172,0.9668411673489089,2.5998141982012624,1.4158998278814865,3.7993738407887117,3.2651285139740565,1.6990344291337875,2.102372652208074,1.6006234971480775,2.6344131701451006,4.382288866917739,1.660530246278922,3.497411969737333,2.08521338056691,1.8286236569718264,2.5766363809404202,1.6199233588775304,2.060967117868988,1.49340844383607,7.259874676213714,2.7666349881036294,1.915803747379451,3.025238572657286,2.5698203022386075,2.4339493871222735,3.695379849344708,3.969951408785848,2.0849594908117095,2.0382485388132943,2.369014750026316,0.8598815924875486,1.2743095071603996,5.384029834871698,6.187207516708532,2.4000317830934352,3.6265380266141825,3.1760080476349226,12.672577465496323,4.757809892372185,2.5498670084457804,1.6857823853676654,1.2174723191087968,3.0093732001813995,1.8623229891227158,1.3349223764776441,1.967401345273592,1.5828483832375349,6.319062240844956,4.224157693610407,2.7074674545529156,5.697184294930517,2.8254966482131922,1.7671320104299357,5.821523740939809,3.558912504179033,1.6183011446176334,2.4715133639144184,1.7545122065665164,1.3615178376540984
Gene_6,4.3192802248915285,7.061858921920466,1.35082594041948,3.6019833285112406,1.9634020638541312,2.1306717553903667,2.0214256663277794,1.764742196057421,2.785036039785155,1.7941384629583201,3.111884256210053,2.650851595788631,2.4121681167154834,1.7267105269328067,2.037277453142542,3.965752461170794,3.491943974224687,1.6673280542532445,2.856697258225433,3.9578207640712746,1.1797438745355946,3.566840165644861,1.9516752777229753,3.61575011326292,1.8559012399766077,1.102476430267032,1.2046978408997417,2.7844280196091815,3.0952270102462416,1.7295161502375667,3.7407877941376872,1.1844043249868863,2.6299375500413946,1.4836301670657475,1.9622307152472351,2.783472741364683,1.7679016190933872,2.242793591472149,4.495812484813641,2.037154671195145,4.128218904782435,1.545189524910235,3.542745845188519,5.588910185722981,0.7899210698746442,1.8249496037411534,3.627472278076446,2.455860740627771,3.2725612548478065,2.009744112277495,2.8385543581014874,2.5147197911728267,4.873883394000326,3.0870329573910418,3.2181328497222874,2.212363756318438,2.1301595605324786,2.189604439080989,3.310919916566702,2.202312092393761,3.1420876272495253,7.672944187776924,4.202007350535773,2.3094011163191066,4.956039634852004,2.2165730089138678,0.9811182684717149,1.642068692061968,1.0667365551955998,2.2801546234724688,2.74343062346287,6.285331945355401,3.2010013632881216,2.4362250620780306,4.115263189260295,0.899813594345088,3.0581411958515776,3.996554428142802,1.2978471809557022,4.815678848991207,3.2195712668394556,2.2085938433565353,3.7299354693105817,8.459976779735065,2.97705074487291,3.077477577643485,2.160456517868944,1.7772688201821518,4.117177716134663,1.771732864314544,2.817311661147627,2.1407822007470596,3.453851250298755,3.2117984743896475,4.566604688118198,2.106424163437973,2.3751546053403882,1.6663208997761434,2.176794474145891,3.282647451004561
Gene_7,3.9689211546999688,1.714150011963075,4.19881759247697,5.353866067640514,3.3424947242619583,6.947611325162156,1.8461555585764335,1.4588852961836496,1.116992578074368,5.743232216366619,3.770406528640433,2.6437745889254223,3.1267193164555236,1.5484516192974511,9.233849170523719,2.8997095911279245,2.871106217950281,3.9074434535537423,3.4573576621897395,3.0402568808858073,1.8308178366192596,3.440903831424762,6.965798520375749,5.326583419014312,6.02907327578043,2.105161448429418,1.6573129563635496,2.552584920263233,2.7950848282439535,4.697806789321257,1.1662199250898395,5.840259085025438,2.5117910155802896,2.195828589958399,1.638773034881145,1.1883569800578917,4.102453838924978,2.8197803267331207,1.4262085365704735,1.4225636255090286,2.2981573515803415,6.262069757443442,2.3873986072853017,1.2820091854891515,2.403986660923904,2.3717740397892415,0.7057859167980008,2.645480114853997,2.421852479903037,3.8501156330484716,6.85157153735466,4.774467812175813,2.3763261360370134,1.5632031941254385,9.842206282422564,2.799971439658701,2.7372797792113355,2.685689404471093,3.0012905526555627,2.528989444861684,2.0404471939638062,2.0679763685481505,2.674128050797464,2.071530310198036,1.903276945371217,2.866853577289659,2.392912854182295,5.766103183926462,0.7221770820271521,4.6915049974506875,5.068488243164104,0.9639699893806313,2.2902390550282306,2.2575486737893935,1.3447984528472479,1.8424416141696058,1.5600409599065177,6.528225899146925,4.339847445003837,5.133447945240225,3.8994520061587195,1.5456957218410317,2.0912037703790576,3.471848915095993,1.4754102630449244,3.8825774141158904,2.4105074871629726,2.253736704468879,3.8786221869033684,3.394415752893808,2.2694032627543734,4.853329196264918,1.5832320140427907,3.6986496865993375,3.6566617059086433,2.328505814045219,3.1997302555789195,1.4541815180694737,4.3146383537245665,2.4782407458541815
Gene_8,2.0930838185352596,4.592867758294791,1.9113850851720966,1.344160092994127,1.2481786556133048,3.6803393981004864,1.43302174580504,6.5364688665442685,0.9598630087304633,6.348561070434229,3.020760840512565,2.5899626223049075,2.069983128157531,3.318683131737207,2.667609221939982,4.719254966265495,2.878052425739387,2.9304350133564943,2.2664027748887148,2.641976174655345,3.1705367155159467,1.1559422400783006,1.3852869315091665,3.9417786167197186,2.960720701879025,2.479379511319157,2.7434519590354807,3.2342299181673466,2.075329964019976,1.8419920784329054,2.997931729926898,1.6666466458310731,3.333845284414395,1.1603343517814233,4.547500851531649,3.44284698563526,3.0895173063091983,4.443069613553704,6.250973566337254,4.514006112473476,1.0828136494039042,1.4336326196361964,1.9889178784319264,2.7539755578047838,3.5212974316489136,1.8910421768558257,2.984354221515335,1.863224397339026,2.002189032981097,1.345370515837031,1.7132349670865867,1.3828653639101278,1.6687308601228343,4.603518481055569,1.6909670015858587,10.136989214424588,3.478701007656297,2.9814747535592017,1.7697195892971265,3.858023245372486,2.038432411807132,2.8892729824839516,9.777093670081117,2.5908086579785357,4.828986750456347,1.9125009576243757,2.671141087612025,6.588991604868678,1.9867824503851381,6.7276390950537746,3.872405800332736,2.0519008594904107,3.729237799688549,4.420607918761198,3.7095292475239536,1.2397225939774128,1.889725181882363,2.40185338295153,2.6189756955947825,3.707419376637661,2.9708571101791135,1.3942098243691836,3.287406399629538,3.68876927512251,3.59626290366268,4.666411508849934,4.124567134850582,3.419827255168623,2.624570186788408,1.1847354885321146,3.3696507688273796,3.015735790175938,3.113630530828912,1.435661490646838,1.5832373869014482,4.602393188911003,2.6650489443839906,3.821910195017462,2.7570442668123585,2.7590269680124035
Gene_9,4.345504676163001,2.1000846131446345,2.8521137569080315,2.157310604995868,2.187483696698088,2.328941653140411,3.0375974359064255,2.139614535407645,5.093056099114666,1.7379327790177626,2.475801489946167,2.181765629680188,5.604046590180269,2.9989954669816825,4.553618855681186,1.293329386751366,3.106588357612586,4.241069159904907,2.832449810577512,4.630848846784566,2.0987790585286605,5.499590968409473,8.580129973482128,2.2672796477402586,2.175478715275395,5.62202679493475,5.988171297022227,2.092940440261691,2.2031906198074394,2.361052975452416,1.3878763102803167,1.7171638866156214,1.6453113167635889,1.8516945956109032,2.671546601761051,3.0560015126103166,5.901757845236742,1.6500786932113825,4.446695336281905,2.442459633019921,2.6518782039955373,3.8091640136883274,1.5505954046736592,3.2910441099991417,2.9541947340905073,3.4771939489168098,3.14113538440684,9.278037702397661,1.976109490325486,2.084442685710261,1.9905873317778906,2.059084446210177,1.9764581630611522,4.925906238696183,5.5303556372227005,2.0434240426838266,1.7928781138960548,3.4408129914730856,2.0624373806307914,3.7302151347820893,3.0085598539428813,1.2739571756574661,5.892925718079106,6.672127913416196,2.0009171586264407,2.239268432817924,3.1359516836259864,3.213074911517781,3.778292304804579,7.426853397636226,2.488117464676406,1.823670772323411,1.3638892839371417,1.8861448424739002,2.673628433096095,6.667726396704907,2.0984402915792715,3.040110841640663,2.6960521921361567,4.924371423458399,9.616363829627039,2.084576284092553,2.1282079312104822,4.581747330300673,3.8226570544310543,6.843872065195506,3.6399286967905518,2.2713036336541683,3.6521915619681753,4.732018190672548,4.096943019459327,3.503060502020536,4.633615017639497,4.877573171378188,5.425334169092054,3.759759316541339,2.50037559813051,2.9251824160964675,4.969178244377171,1.8067545409564247
Gene_10,3.268517945309892,2.232965658908608,2.757632195848771,5.151180600935738,2.9908257923706296,2.782134041593797,1.3772268240239234,3.947674940757136,3.7537002640997064,8.017505684951155,2.3305653614037145,3.0330695630334343,3.07926780124473,5.981830590208635,2.5917990119732344,3.125239008192036,3.683812623503187,2.9841190020150465,2.174466164323879,2.9953018060262835,4.6497612534166235,1.6270073574043002,2.9051494567100815,1.9154251195344192,4.940780498968459,1.2692250883735894,2.0555410055957957,3.2825020034332786,5.946257408156922,2.6303709173635563,2.0593702592102527,6.962778014463688,1.3178387047422047,0.9053777868903263,3.387212206231441,2.114826736410712,1.6313103562993634,3.873576434824729,3.0706840577291246,2.0502478425174266,1.4331112793764034,4.204808133234657,3.762563808418625,2.5867753673660383,6.84363140573212,1.5919467157199871,1.2677420624451405,1.9233067399862358,2.657024776758957,3.0699759406953526,2.4094101609942324,3.2414724882882098,1.4538719210270752,5.59505013295059,2.608888871096369,4.752391266009612,3.2263861542949193,3.415680050734816,3.6142473793432868,3.4002680950835353,3.7485210665272084,5.283433999813989,2.9989450740694883,3.8748303406713753,2.599014027352944,5.58485577037431,1.9382855572383133,6.689038999118394,2.6642458239483218,1.3292467772886774,2.8980908930132645,1.9337752324257829,4.138451874288438,1.9614578746532876,2.174738186762024,1.05678326073894,2.16809053062832,0.809013509287609,1.231272993504301,3.975725821622495,4.026510336328488,3.3626480741909863,1.6761708373116078,2.654202736237419,2.71338987736989,1.523206504609127,5.7643889260304775,4.215133001508724,2.433955990075156,2.755070189732632,3.016784122658877,0.9793487841076045,2.4022632377899513,1.9328737323971064,1.647386339037496,2.3618609668088144,6.67816509491095,3.7449993021729515,2.042981999764275,3.61933892109221
